group1,group2,weight
american.veterans,angry eagle,0.5588235294117647
american.veterans,musliminst,0.25
american.veterans,born liberal,0.0
american.veterans,heart of texas,0.6666666666666666
american.veterans,south united,0.9117647058823529
american.veterans,williams&kalvin,0.0
american.veterans,gov spending,0.0
american.veterans,mericanfury,0.5882352941176471
american.veterans,army of jesus,0.8823529411764706
american.veterans,born black,0.0
american.veterans,muslim voice,0.12941176470588237
american.veterans,united muslims of america,0.0
american.veterans,instagnan,0.6176470588235294
american.veterans,blacktivist,0.0
american.veterans,secured borders,0.2426470588235294
american.veterans,blackstagram,0.0
american.veterans,veterans come first,0.9705882352941176
american.veterans,southern.rebel.pride,0.4509803921568627
american.veterans,being patriotic,0.6666666666666666
american.veterans,woke blacks,0.0
american.veterans,bernie sanders for president,0.25
secured borders,black baptist church,0.0
secured borders,rebeltexas,0.53125
secured borders,veterans come first,0.25
secured borders,southern.rebel.pride,0.4583333333333333
secured borders,being patriotic,0.1642156862745098
rebeltexas,black baptist church,0.0
rebeltexas,veterans come first,0.53125
rebeltexas,southern.rebel.pride,0.5833333333333334
rebeltexas,being patriotic,0.5098039215686274
l for life,black baptist church,0.25
l for life,southern.rebel.pride,0.25
afrokingdom,black guns matter,0.5652173913043478
afrokingdom,watch the police,0.75
afrokingdom,blacktivist,0.5060483870967742
afrokingdom,bm,0.5060483870967742
afrokingdom,instagnan,0.0
afrokingdom,pan-african roots move,0.5241935483870968
afrokingdom,woke blacks,0.5189873417721519
afrokingdom,williams&kalvin,0.5085227272727273
afrokingdom,blackstagram,0.7142857142857143
afrokingdom,black baptist church,0.6
afrokingdom,blacks go viral,0.6666666666666666
afrokingdom,baltimore.blackvoice,0.25
afrokingdom,black excellence,0.5652173913043478
afrokingdom,born black,0.75
veterans come first,black baptist church,0.0
veterans come first,southern.rebel.pride,0.4583333333333333
veterans come first,being patriotic,0.6568627450980392
born liberal,united muslims of america,0.0
born liberal,blacktivist,0.5463709677419355
born liberal,williams&kalvin,0.5653409090909091
born liberal,blackstagram,0.0
born liberal,bernie sanders for president,0.25
born liberal,woke blacks,0.02806824435883324
born liberal,born black,0.0
being patriotic,black baptist church,0.0
woke blacks,black baptist church,0.5156118143459916
woke blacks,bernie sanders for president,0.25
