group1,group2,weight
pan-african roots move,being patriotic,74
pan-african roots move,woke blacks,80
pan-african roots move,bernie sanders for president,2
pan-african roots move,black baptist church,8
williams&kalvin,blackluive,12
williams&kalvin,lgbt united,132
williams&kalvin,secured borders,48
williams&kalvin,black matters us,44
williams&kalvin,make america great again donald j trump,2
williams&kalvin,stop refugees,104
williams&kalvin,melanie panther,2
williams&kalvin,hell_and_back,14
williams&kalvin,don't shoot,170
williams&kalvin,black edification,16
williams&kalvin,stand for freedom,8
williams&kalvin,defend the 2nd,8
williams&kalvin,trumpsters united,6
williams&kalvin,southern.rebel.pride,20
williams&kalvin,melanie black,2
williams&kalvin,panther melanie,2
williams&kalvin,nefertiti's community,30
williams&kalvin,black4black,40
williams&kalvin,liberty_rising,10
williams&kalvin,american.made,22
williams&kalvin,justice for ezell ford and donnell thompson,10
williams&kalvin,donald trump america,2
williams&kalvin,cop block us,22
williams&kalvin,black matters,364
williams&kalvin,sincerely_black,6
williams&kalvin,brown power,294
williams&kalvin,memopolis,140
williams&kalvin,blacks go viral,4
williams&kalvin,afrokingdom,12
williams&kalvin,baltimore.blackvoice,6
williams&kalvin,black excellence,50
williams&kalvin,stop a.l.,148
williams&kalvin,angry eagle,6
williams&kalvin,watch the police,14
williams&kalvin,musliminst,6
williams&kalvin,the red pill,20
williams&kalvin,blacktivist,350
williams&kalvin,bm,364
williams&kalvin,heart of texas,60
williams&kalvin,south united,20
williams&kalvin,pan-african roots move,126
williams&kalvin,gov spending,10
williams&kalvin,mericanfury,18
williams&kalvin,pray4police,10
williams&kalvin,army of jesus,32
williams&kalvin,born black,24
williams&kalvin,muslim voice,14
williams&kalvin,black guns matter,32
williams&kalvin,united muslims of america,74
williams&kalvin,instagnan,26
williams&kalvin,patriot's heart,2
williams&kalvin,american.veterans,38
williams&kalvin,back the badge,28
williams&kalvin,isagan,2
williams&kalvin,native americans united,12
williams&kalvin,rebeltexas,8
williams&kalvin,l for life,2
williams&kalvin,blackstagram,20
williams&kalvin,veterans come first,16
williams&kalvin,born liberal,54
williams&kalvin,being patriotic,174
williams&kalvin,woke blacks,162
williams&kalvin,bernie sanders for president,2
williams&kalvin,black baptist church,14
gov spending,blackluive,4
gov spending,lgbt united,10
gov spending,secured borders,10
gov spending,black matters us,8
gov spending,stop refugees,6
gov spending,don't shoot,10
gov spending,black edification,6
gov spending,stand for freedom,2
gov spending,defend the 2nd,6
gov spending,trumpsters united,6
gov spending,southern.rebel.pride,2
gov spending,black4black,8
gov spending,liberty_rising,2
gov spending,american.made,10
gov spending,cop block us,4
gov spending,black matters,10
gov spending,sincerely_black,4
gov spending,brown power,10
gov spending,memopolis,10
gov spending,baltimore.blackvoice,2
gov spending,black excellence,4
gov spending,stop a.l.,10
gov spending,watch the police,4
gov spending,musliminst,2
gov spending,the red pill,6
gov spending,blacktivist,10
gov spending,bm,10
gov spending,heart of texas,10
gov spending,south united,2
gov spending,pan-african roots move,10
gov spending,williams&kalvin,10
gov spending,mericanfury,4
gov spending,army of jesus,6
gov spending,born black,8
gov spending,muslim voice,2
gov spending,black guns matter,4
gov spending,united muslims of america,10
gov spending,instagnan,8
gov spending,patriot's heart,2
gov spending,american.veterans,6
gov spending,isagan,2
gov spending,rebeltexas,4
gov spending,blackstagram,8
gov spending,born liberal,10
gov spending,being patriotic,10
gov spending,woke blacks,6
gov spending,black baptist church,4
mericanfury,blackluive,4
mericanfury,lgbt united,18
mericanfury,secured borders,18
mericanfury,black matters us,12
mericanfury,stop refugees,18
mericanfury,don't shoot,14
mericanfury,stand for freedom,2
mericanfury,defend the 2nd,6
mericanfury,trumpsters united,2
mericanfury,black4black,2
mericanfury,american.made,4
mericanfury,cop block us,18
mericanfury,black matters,18
mericanfury,sincerely_black,2
mericanfury,brown power,18
mericanfury,memopolis,18
mericanfury,stop a.l.,18
mericanfury,watch the police,2
mericanfury,southern.rebel.pride,2
mericanfury,bm,18
mericanfury,heart of texas,8
mericanfury,south united,2
mericanfury,pan-african roots move,8
mericanfury,williams&kalvin,18
mericanfury,gov spending,4
mericanfury,army of jesus,4
mericanfury,born black,6
mericanfury,muslim voice,2
mericanfury,united muslims of america,12
mericanfury,instagnan,8
mericanfury,blacktivist,18
mericanfury,isagan,2
mericanfury,blackstagram,2
mericanfury,born liberal,4
mericanfury,being patriotic,18
mericanfury,woke blacks,2
mericanfury,black baptist church,4
pray4police,stop refugees,6
pray4police,black matters us,4
pray4police,don't shoot,10
pray4police,nefertiti's community,4
pray4police,black4black,6
pray4police,liberty_rising,2
pray4police,cop block us,2
pray4police,black matters,6
pray4police,memopolis,6
pray4police,stop a.l.,2
pray4police,watch the police,4
pray4police,southern.rebel.pride,2
pray4police,bm,10
pray4police,heart of texas,4
pray4police,south united,4
pray4police,pan-african roots move,10
pray4police,williams&kalvin,10
pray4police,black guns matter,4
pray4police,united muslims of america,2
pray4police,blacktivist,10
pray4police,back the badge,4
pray4police,secured borders,4
pray4police,l for life,2
pray4police,veterans come first,2
pray4police,born liberal,4
pray4police,being patriotic,6
pray4police,woke blacks,2
army of jesus,blackluive,10
army of jesus,lgbt united,26
army of jesus,secured borders,10
army of jesus,black matters us,28
army of jesus,stop refugees,22
army of jesus,melanie panther,2
army of jesus,hell_and_back,4
army of jesus,don't shoot,32
army of jesus,black edification,10
army of jesus,stand for freedom,8
army of jesus,defend the 2nd,6
army of jesus,trumpsters united,4
army of jesus,southern.rebel.pride,12
army of jesus,melanie black,2
army of jesus,panther melanie,2
army of jesus,nefertiti's community,18
army of jesus,black4black,22
army of jesus,liberty_rising,8
army of jesus,american.made,6
army of jesus,cop block us,6
army of jesus,black matters,32
army of jesus,sincerely_black,6
army of jesus,brown power,32
army of jesus,memopolis,24
army of jesus,blacks go viral,2
army of jesus,afrokingdom,4
army of jesus,baltimore.blackvoice,6
army of jesus,black excellence,20
army of jesus,stop a.l.,30
army of jesus,watch the police,8
army of jesus,musliminst,2
army of jesus,the red pill,2
army of jesus,blacktivist,32
army of jesus,bm,32
army of jesus,heart of texas,18
army of jesus,south united,10
army of jesus,pan-african roots move,24
army of jesus,williams&kalvin,32
army of jesus,gov spending,6
army of jesus,mericanfury,4
army of jesus,born black,20
army of jesus,muslim voice,4
army of jesus,black guns matter,20
army of jesus,united muslims of america,18
army of jesus,instagnan,16
army of jesus,patriot's heart,2
army of jesus,american.veterans,12
army of jesus,back the badge,18
army of jesus,isagan,2
army of jesus,native americans united,4
army of jesus,rebeltexas,6
army of jesus,blackstagram,10
army of jesus,veterans come first,8
army of jesus,born liberal,12
army of jesus,being patriotic,32
army of jesus,woke blacks,24
army of jesus,black baptist church,8
born black,blackluive,10
born black,lgbt united,24
born black,secured borders,14
born black,black matters us,24
born black,stop refugees,22
born black,melanie panther,2
born black,hell_and_back,4
born black,don't shoot,24
born black,black edification,12
born black,stand for freedom,2
born black,defend the 2nd,8
born black,trumpsters united,6
born black,southern.rebel.pride,4
born black,melanie black,2
born black,panther melanie,2
born black,nefertiti's community,14
born black,black4black,20
born black,liberty_rising,2
born black,american.made,8
born black,cop block us,8
born black,black matters,24
born black,sincerely_black,6
born black,brown power,24
born black,memopolis,24
born black,blacks go viral,2
born black,afrokingdom,4
born black,baltimore.blackvoice,4
born black,black excellence,18
born black,stop a.l.,24
born black,watch the police,8
born black,musliminst,2
born black,the red pill,4
born black,blacktivist,24
born black,bm,24
born black,heart of texas,14
born black,south united,2
born black,pan-african roots move,24
born black,williams&kalvin,24
born black,gov spending,8
born black,mericanfury,6
born black,army of jesus,20
born black,muslim voice,4
born black,black guns matter,18
born black,united muslims of america,20
born black,instagnan,14
born black,patriot's heart,2
born black,american.veterans,6
born black,back the badge,14
born black,isagan,2
born black,rebeltexas,4
born black,blackstagram,12
born black,born liberal,12
born black,being patriotic,24
born black,woke blacks,20
born black,black baptist church,8
muslim voice,blackluive,6
muslim voice,lgbt united,10
muslim voice,secured borders,8
muslim voice,black matters us,4
muslim voice,stop refugees,4
muslim voice,melanie panther,2
muslim voice,hell_and_back,2
muslim voice,don't shoot,10
muslim voice,black edification,2
muslim voice,stand for freedom,2
muslim voice,defend the 2nd,2
muslim voice,trumpsters united,2
muslim voice,melanie black,2
muslim voice,panther melanie,2
muslim voice,nefertiti's community,2
muslim voice,black4black,4
muslim voice,american.made,2
muslim voice,cop block us,4
muslim voice,black matters,10
muslim voice,sincerely_black,4
muslim voice,brown power,4
muslim voice,memopolis,4
muslim voice,blacks go viral,4
muslim voice,afrokingdom,2
muslim voice,baltimore.blackvoice,2
muslim voice,black excellence,2
muslim voice,stop a.l.,6
muslim voice,watch the police,4
muslim voice,musliminst,4
muslim voice,southern.rebel.pride,4
muslim voice,bm,6
muslim voice,heart of texas,6
muslim voice,south united,2
muslim voice,pan-african roots move,4
muslim voice,williams&kalvin,14
muslim voice,gov spending,2
muslim voice,mericanfury,2
muslim voice,army of jesus,4
muslim voice,born black,4
muslim voice,blacktivist,8
muslim voice,black guns matter,2
muslim voice,united muslims of america,18
muslim voice,instagnan,8
muslim voice,american.veterans,2
muslim voice,back the badge,2
muslim voice,isagan,2
muslim voice,blackstagram,4
muslim voice,born liberal,4
muslim voice,being patriotic,18
muslim voice,woke blacks,4
muslim voice,black baptist church,4
black guns matter,blackluive,6
black guns matter,lgbt united,22
black guns matter,black matters us,24
black guns matter,stop refugees,16
black guns matter,melanie panther,2
black guns matter,hell_and_back,4
black guns matter,don't shoot,30
black guns matter,black edification,12
black guns matter,stand for freedom,4
black guns matter,defend the 2nd,32
black guns matter,trumpsters united,4
black guns matter,southern.rebel.pride,6
black guns matter,melanie black,2
black guns matter,panther melanie,2
black guns matter,nefertiti's community,14
black guns matter,black4black,26
black guns matter,liberty_rising,6
black guns matter,american.made,4
black guns matter,fit black,30
black guns matter,cop block us,2
black guns matter,black matters,24
black guns matter,sincerely_black,4
black guns matter,brown power,24
black guns matter,afrokingdom,4
black guns matter,memopolis,18
black guns matter,blacks go viral,2
black guns matter,pray4police,4
black guns matter,baltimore.blackvoice,6
black guns matter,black excellence,18
black guns matter,stop a.l.,24
black guns matter,watch the police,8
black guns matter,musliminst,2
black guns matter,the red pill,4
black guns matter,blacktivist,36
black guns matter,bm,44
black guns matter,heart of texas,12
black guns matter,south united,8
black guns matter,pan-african roots move,26
black guns matter,williams&kalvin,32
black guns matter,gov spending,4
black guns matter,army of jesus,20
black guns matter,born black,18
black guns matter,muslim voice,2
black guns matter,united muslims of america,18
black guns matter,instagnan,12
black guns matter,patriot's heart,2
black guns matter,american.veterans,12
black guns matter,back the badge,22
black guns matter,secured borders,10
black guns matter,native americans united,4
black guns matter,rebeltexas,8
black guns matter,blackstagram,10
black guns matter,veterans come first,6
black guns matter,born liberal,12
black guns matter,being patriotic,28
black guns matter,woke blacks,20
black guns matter,black baptist church,4
united muslims of america,blackluive,12
united muslims of america,lgbt united,52
united muslims of america,secured borders,44
united muslims of america,black matters us,32
united muslims of america,make america great again donald j trump,2
united muslims of america,stop refugees,26
united muslims of america,melanie panther,2
united muslims of america,hell_and_back,8
united muslims of america,don't shoot,40
united muslims of america,black edification,16
united muslims of america,stand for freedom,4
united muslims of america,defend the 2nd,8
united muslims of america,trumpsters united,6
united muslims of america,southern.rebel.pride,8
united muslims of america,melanie black,2
united muslims of america,panther melanie,2
united muslims of america,nefertiti's community,14
united muslims of america,black4black,22
united muslims of america,liberty_rising,6
united muslims of america,american.made,10
united muslims of america,donald trump america,2
united muslims of america,cop block us,16
united muslims of america,black matters,66
united muslims of america,sincerely_black,6
united muslims of america,brown power,68
united muslims of america,afrokingdom,16
united muslims of america,memopolis,46
united muslims of america,blacks go viral,4
united muslims of america,pray4police,2
united muslims of america,baltimore.blackvoice,6
united muslims of america,black excellence,16
united muslims of america,stop a.l.,46
united muslims of america,angry eagle,6
united muslims of america,watch the police,12
united muslims of america,musliminst,6
united muslims of america,the red pill,6
united muslims of america,blacktivist,62
united muslims of america,bm,58
united muslims of america,heart of texas,28
united muslims of america,south united,4
united muslims of america,pan-african roots move,42
united muslims of america,williams&kalvin,74
united muslims of america,gov spending,10
united muslims of america,mericanfury,12
united muslims of america,army of jesus,18
united muslims of america,born black,20
united muslims of america,muslim voice,18
united muslims of america,black guns matter,18
united muslims of america,instagnan,22
united muslims of america,patriot's heart,2
united muslims of america,american.veterans,12
united muslims of america,back the badge,10
united muslims of america,isagan,2
united muslims of america,native americans united,16
united muslims of america,rebeltexas,6
united muslims of america,l for life,2
united muslims of america,blackstagram,14
united muslims of america,veterans come first,2
united muslims of america,born liberal,36
united muslims of america,being patriotic,86
united muslims of america,woke blacks,20
united muslims of america,bernie sanders for president,2
united muslims of america,black baptist church,8
instagnan,blackluive,10
instagnan,lgbt united,22
instagnan,secured borders,20
instagnan,black matters us,22
instagnan,stop refugees,14
instagnan,melanie panther,2
instagnan,hell_and_back,4
instagnan,don't shoot,26
instagnan,black edification,8
instagnan,stand for freedom,8
instagnan,defend the 2nd,8
instagnan,trumpsters united,6
instagnan,southern.rebel.pride,10
instagnan,melanie black,2
instagnan,panther melanie,2
instagnan,nefertiti's community,4
instagnan,black4black,10
instagnan,liberty_rising,8
instagnan,american.made,8
instagnan,cop block us,10
instagnan,black matters,26
instagnan,sincerely_black,6
instagnan,brown power,22
instagnan,memopolis,16
instagnan,blacks go viral,4
instagnan,afrokingdom,4
instagnan,baltimore.blackvoice,6
instagnan,black excellence,8
instagnan,stop a.l.,24
instagnan,watch the police,8
instagnan,musliminst,6
instagnan,the red pill,4
instagnan,blacktivist,26
instagnan,bm,24
instagnan,heart of texas,24
instagnan,south united,8
instagnan,pan-african roots move,16
instagnan,williams&kalvin,26
instagnan,gov spending,8
instagnan,mericanfury,8
instagnan,army of jesus,16
instagnan,born black,14
instagnan,muslim voice,8
instagnan,black guns matter,12
instagnan,united muslims of america,22
instagnan,patriot's heart,2
instagnan,american.veterans,12
instagnan,back the badge,4
instagnan,isagan,2
instagnan,native americans united,4
instagnan,rebeltexas,8
instagnan,blackstagram,10
instagnan,veterans come first,6
instagnan,born liberal,14
instagnan,being patriotic,26
instagnan,woke blacks,12
instagnan,black baptist church,8
patriot's heart,lgbt united,2
patriot's heart,black matters us,2
patriot's heart,stop refugees,2
patriot's heart,don't shoot,2
patriot's heart,black edification,2
patriot's heart,defend the 2nd,2
patriot's heart,trumpsters united,2
patriot's heart,black4black,2
patriot's heart,liberty_rising,2
patriot's heart,american.made,2
patriot's heart,black matters,2
patriot's heart,sincerely_black,2
patriot's heart,brown power,2
patriot's heart,memopolis,2
patriot's heart,baltimore.blackvoice,2
patriot's heart,black excellence,2
patriot's heart,stop a.l.,2
patriot's heart,watch the police,2
patriot's heart,musliminst,2
patriot's heart,the red pill,2
patriot's heart,bm,2
patriot's heart,heart of texas,2
patriot's heart,pan-african roots move,2
patriot's heart,williams&kalvin,2
patriot's heart,gov spending,2
patriot's heart,army of jesus,2
patriot's heart,born black,2
patriot's heart,blacktivist,2
patriot's heart,black guns matter,2
patriot's heart,united muslims of america,2
patriot's heart,instagnan,2
patriot's heart,american.veterans,2
patriot's heart,secured borders,2
patriot's heart,rebeltexas,2
patriot's heart,blackstagram,2
patriot's heart,born liberal,2
patriot's heart,being patriotic,2
patriot's heart,woke blacks,2
american.veterans,blackluive,2
american.veterans,lgbt united,32
american.veterans,black matters us,14
american.veterans,stop refugees,4
american.veterans,melanie panther,2
american.veterans,hell_and_back,2
american.veterans,don't shoot,20
american.veterans,black edification,8
american.veterans,stand for freedom,6
american.veterans,defend the 2nd,2
american.veterans,trumpsters united,4
american.veterans,southern.rebel.pride,10
american.veterans,melanie black,2
american.veterans,panther melanie,2
american.veterans,nefertiti's community,2
american.veterans,black4black,10
american.veterans,liberty_rising,8
american.veterans,american.made,18
american.veterans,justice for ezell ford and donnell thompson,2
american.veterans,cop block us,2
american.veterans,black matters,30
american.veterans,sincerely_black,4
american.veterans,brown power,38
american.veterans,memopolis,28
american.veterans,blacks go viral,2
american.veterans,afrokingdom,2
american.veterans,baltimore.blackvoice,6
american.veterans,black excellence,6
american.veterans,stop a.l.,38
american.veterans,watch the police,6
american.veterans,musliminst,2
american.veterans,the red pill,20
american.veterans,bm,38
american.veterans,heart of texas,28
american.veterans,south united,8
american.veterans,pan-african roots move,20
american.veterans,williams&kalvin,38
american.veterans,gov spending,6
american.veterans,army of jesus,12
american.veterans,born black,6
american.veterans,muslim voice,2
american.veterans,black guns matter,12
american.veterans,united muslims of america,12
american.veterans,instagnan,12
american.veterans,patriot's heart,2
american.veterans,blacktivist,38
american.veterans,back the badge,2
american.veterans,secured borders,10
american.veterans,native americans united,4
american.veterans,rebeltexas,8
american.veterans,blackstagram,14
american.veterans,veterans come first,8
american.veterans,born liberal,28
american.veterans,being patriotic,38
american.veterans,woke blacks,8
american.veterans,black baptist church,2
back the badge,blackluive,6
back the badge,lgbt united,20
back the badge,black matters us,14
back the badge,stop refugees,16
back the badge,melanie panther,2
back the badge,hell_and_back,4
back the badge,don't shoot,36
back the badge,black edification,8
back the badge,black baptist church,4
back the badge,melanie black,2
back the badge,panther melanie,2
back the badge,nefertiti's community,20
back the badge,black4black,40
back the badge,cop block us,2
back the badge,black matters,20
back the badge,sincerely_black,2
back the badge,brown power,20
back the badge,afrokingdom,4
back the badge,memopolis,20
back the badge,blacks go viral,2
back the badge,pray4police,4
back the badge,baltimore.blackvoice,2
back the badge,black excellence,20
back the badge,stop a.l.,16
back the badge,watch the police,4
back the badge,southern.rebel.pride,2
back the badge,blacktivist,26
back the badge,bm,30
back the badge,heart of texas,4
back the badge,south united,4
back the badge,pan-african roots move,26
back the badge,williams&kalvin,28
back the badge,army of jesus,18
back the badge,born black,14
back the badge,muslim voice,2
back the badge,black guns matter,22
back the badge,united muslims of america,10
back the badge,instagnan,4
back the badge,american.veterans,2
back the badge,secured borders,4
back the badge,blackstagram,6
back the badge,veterans come first,2
back the badge,born liberal,4
back the badge,being patriotic,20
back the badge,woke blacks,20
secured borders,blackluive,10
secured borders,lgbt united,34
secured borders,black matters us,24
secured borders,stop refugees,28
secured borders,melanie panther,2
secured borders,hell_and_back,4
secured borders,don't shoot,32
secured borders,black edification,10
secured borders,stand for freedom,2
secured borders,defend the 2nd,8
secured borders,trumpsters united,6
secured borders,southern.rebel.pride,6
secured borders,melanie black,2
secured borders,panther melanie,2
secured borders,nefertiti's community,8
secured borders,black4black,14
secured borders,liberty_rising,4
secured borders,american.made,10
secured borders,cop block us,22
secured borders,black matters,38
secured borders,sincerely_black,6
secured borders,brown power,44
secured borders,afrokingdom,4
secured borders,memopolis,32
secured borders,blacks go viral,4
secured borders,pray4police,4
secured borders,baltimore.blackvoice,4
secured borders,black excellence,8
secured borders,stop a.l.,38
secured borders,watch the police,14
secured borders,musliminst,6
secured borders,the red pill,6
secured borders,blacktivist,54
secured borders,bm,40
secured borders,heart of texas,24
secured borders,south united,2
secured borders,pan-african roots move,28
secured borders,williams&kalvin,48
secured borders,gov spending,10
secured borders,mericanfury,18
secured borders,army of jesus,10
secured borders,born black,14
secured borders,muslim voice,8
secured borders,black guns matter,10
secured borders,united muslims of america,44
secured borders,instagnan,20
secured borders,patriot's heart,2
secured borders,american.veterans,10
secured borders,back the badge,4
secured borders,isagan,2
secured borders,rebeltexas,4
secured borders,l for life,2
secured borders,blackstagram,12
secured borders,born liberal,24
secured borders,being patriotic,62
secured borders,woke blacks,12
secured borders,black baptist church,8
native americans united,lgbt united,16
native americans united,black matters us,6
native americans united,rebeltexas,4
native americans united,hell_and_back,4
native americans united,don't shoot,6
native americans united,black edification,2
native americans united,stand for freedom,4
native americans united,black4black,2
native americans united,liberty_rising,4
native americans united,black matters,26
native americans united,brown power,40
native americans united,memopolis,6
native americans united,baltimore.blackvoice,2
native americans united,black excellence,2
native americans united,stop a.l.,4
native americans united,angry eagle,4
native americans united,southern.rebel.pride,4
native americans united,bm,40
native americans united,heart of texas,4
native americans united,south united,4
native americans united,pan-african roots move,2
native americans united,williams&kalvin,12
native americans united,army of jesus,4
native americans united,blacktivist,12
native americans united,black guns matter,4
native americans united,united muslims of america,16
native americans united,instagnan,4
native americans united,american.veterans,4
native americans united,afrokingdom,12
native americans united,veterans come first,4
native americans united,born liberal,2
native americans united,being patriotic,6
native americans united,woke blacks,2
rebeltexas,lgbt united,6
rebeltexas,black matters us,8
rebeltexas,stop refugees,2
rebeltexas,don't shoot,8
rebeltexas,black edification,4
rebeltexas,stand for freedom,4
rebeltexas,defend the 2nd,2
rebeltexas,trumpsters united,4
rebeltexas,southern.rebel.pride,4
rebeltexas,black4black,4
rebeltexas,liberty_rising,6
rebeltexas,american.made,4
rebeltexas,black matters,8
rebeltexas,sincerely_black,2
rebeltexas,brown power,8
rebeltexas,memopolis,4
rebeltexas,baltimore.blackvoice,4
rebeltexas,black excellence,4
rebeltexas,stop a.l.,8
rebeltexas,watch the police,2
rebeltexas,musliminst,2
rebeltexas,the red pill,4
rebeltexas,bm,8
rebeltexas,heart of texas,8
rebeltexas,south united,4
rebeltexas,pan-african roots move,4
rebeltexas,williams&kalvin,8
rebeltexas,gov spending,4
rebeltexas,army of jesus,6
rebeltexas,born black,4
rebeltexas,blacktivist,8
rebeltexas,black guns matter,8
rebeltexas,united muslims of america,6
rebeltexas,instagnan,8
rebeltexas,patriot's heart,2
rebeltexas,american.veterans,8
rebeltexas,secured borders,4
rebeltexas,native americans united,4
rebeltexas,blackstagram,4
rebeltexas,veterans come first,4
rebeltexas,born liberal,6
rebeltexas,being patriotic,8
rebeltexas,woke blacks,6
l for life,stop refugees,2
l for life,black matters us,2
l for life,don't shoot,2
l for life,nefertiti's community,2
l for life,black4black,2
l for life,liberty_rising,2
l for life,cop block us,2
l for life,black matters,2
l for life,memopolis,2
l for life,pray4police,2
l for life,stop a.l.,2
l for life,watch the police,2
l for life,born liberal,2
l for life,bm,2
l for life,heart of texas,2
l for life,pan-african roots move,2
l for life,williams&kalvin,2
l for life,united muslims of america,2
l for life,blacktivist,2
l for life,secured borders,2
l for life,southern.rebel.pride,2
l for life,being patriotic,2
l for life,woke blacks,2
blackstagram,blackluive,8
blackstagram,lgbt united,20
blackstagram,secured borders,12
blackstagram,black matters us,12
blackstagram,stop refugees,10
blackstagram,melanie panther,2
blackstagram,hell_and_back,4
blackstagram,don't shoot,16
blackstagram,black edification,12
blackstagram,stand for freedom,2
blackstagram,defend the 2nd,4
blackstagram,trumpsters united,6
blackstagram,southern.rebel.pride,4
blackstagram,melanie black,2
blackstagram,panther melanie,2
blackstagram,nefertiti's community,6
blackstagram,black4black,16
blackstagram,liberty_rising,2
blackstagram,american.made,14
blackstagram,cop block us,4
blackstagram,black matters,20
blackstagram,sincerely_black,6
blackstagram,brown power,20
blackstagram,memopolis,20
blackstagram,blacks go viral,2
blackstagram,baltimore.blackvoice,4
blackstagram,muslim voice,4
blackstagram,black excellence,10
blackstagram,stop a.l.,20
blackstagram,watch the police,8
blackstagram,musliminst,2
blackstagram,the red pill,12
blackstagram,bm,20
blackstagram,heart of texas,18
blackstagram,south united,2
blackstagram,pan-african roots move,20
blackstagram,williams&kalvin,20
blackstagram,gov spending,8
blackstagram,mericanfury,2
blackstagram,army of jesus,10
blackstagram,born black,12
blackstagram,blacktivist,20
blackstagram,black guns matter,10
blackstagram,united muslims of america,14
blackstagram,instagnan,10
blackstagram,patriot's heart,2
blackstagram,american.veterans,14
blackstagram,back the badge,6
blackstagram,isagan,2
blackstagram,rebeltexas,4
blackstagram,afrokingdom,4
blackstagram,born liberal,18
blackstagram,being patriotic,20
blackstagram,woke blacks,12
blackstagram,black baptist church,6
veterans come first,lgbt united,2
veterans come first,black matters us,8
veterans come first,rebeltexas,4
veterans come first,don't shoot,32
veterans come first,stand for freedom,6
veterans come first,black4black,2
veterans come first,liberty_rising,6
veterans come first,black matters,10
veterans come first,brown power,22
veterans come first,pray4police,2
veterans come first,baltimore.blackvoice,2
veterans come first,stop a.l.,14
veterans come first,southern.rebel.pride,14
veterans come first,bm,26
veterans come first,heart of texas,34
veterans come first,south united,26
veterans come first,pan-african roots move,2
veterans come first,williams&kalvin,16
veterans come first,army of jesus,8
veterans come first,blacktivist,16
veterans come first,black guns matter,6
veterans come first,united muslims of america,2
veterans come first,instagnan,6
veterans come first,american.veterans,8
veterans come first,back the badge,2
veterans come first,native americans united,4
veterans come first,born liberal,2
veterans come first,being patriotic,32
veterans come first,woke blacks,2
born liberal,blackluive,8
born liberal,lgbt united,34
born liberal,secured borders,24
born liberal,black matters us,18
born liberal,make america great again donald j trump,2
born liberal,stop refugees,14
born liberal,melanie panther,2
born liberal,hell_and_back,4
born liberal,don't shoot,22
born liberal,black edification,10
born liberal,stand for freedom,4
born liberal,defend the 2nd,6
born liberal,trumpsters united,6
born liberal,melanie black,2
born liberal,panther melanie,2
born liberal,nefertiti's community,10
born liberal,black4black,16
born liberal,liberty_rising,6
born liberal,american.made,22
born liberal,donald trump america,2
born liberal,cop block us,8
born liberal,black matters,44
born liberal,sincerely_black,6
born liberal,brown power,46
born liberal,memopolis,44
born liberal,blacks go viral,2
born liberal,afrokingdom,4
born liberal,baltimore.blackvoice,6
born liberal,black excellence,8
born liberal,stop a.l.,46
born liberal,angry eagle,2
born liberal,watch the police,14
born liberal,musliminst,2
born liberal,the red pill,20
born liberal,blacktivist,44
born liberal,bm,46
born liberal,heart of texas,34
born liberal,south united,4
born liberal,pan-african roots move,42
born liberal,williams&kalvin,54
born liberal,gov spending,10
born liberal,mericanfury,4
born liberal,pray4police,4
born liberal,army of jesus,12
born liberal,born black,12
born liberal,muslim voice,4
born liberal,black guns matter,12
born liberal,united muslims of america,36
born liberal,instagnan,14
born liberal,patriot's heart,2
born liberal,american.veterans,28
born liberal,back the badge,4
born liberal,isagan,2
born liberal,native americans united,2
born liberal,rebeltexas,6
born liberal,l for life,2
born liberal,blackstagram,18
born liberal,veterans come first,2
born liberal,southern.rebel.pride,8
born liberal,being patriotic,54
born liberal,woke blacks,14
born liberal,bernie sanders for president,2
born liberal,black baptist church,8
being patriotic,blackluive,12
being patriotic,lgbt united,100
being patriotic,secured borders,62
being patriotic,black matters us,46
being patriotic,make america great again donald j trump,2
being patriotic,stop refugees,78
being patriotic,melanie panther,2
being patriotic,hell_and_back,8
being patriotic,don't shoot,108
being patriotic,black edification,16
being patriotic,stand for freedom,8
being patriotic,defend the 2nd,14
being patriotic,trumpsters united,6
being patriotic,southern.rebel.pride,20
being patriotic,melanie black,2
being patriotic,panther melanie,2
being patriotic,nefertiti's community,30
being patriotic,black4black,32
being patriotic,liberty_rising,10
being patriotic,american.made,22
being patriotic,justice for ezell ford and donnell thompson,8
being patriotic,donald trump america,2
being patriotic,fit black,4
being patriotic,cop block us,22
being patriotic,black matters,144
being patriotic,sincerely_black,6
being patriotic,brown power,180
being patriotic,afrokingdom,6
being patriotic,memopolis,144
being patriotic,blacks go viral,4
being patriotic,pray4police,6
being patriotic,baltimore.blackvoice,6
being patriotic,black excellence,32
being patriotic,stop a.l.,152
being patriotic,angry eagle,4
being patriotic,watch the police,14
being patriotic,musliminst,6
being patriotic,the red pill,20
being patriotic,blacktivist,188
being patriotic,bm,188
being patriotic,heart of texas,74
being patriotic,south united,26
being patriotic,pan-african roots move,74
being patriotic,williams&kalvin,174
being patriotic,gov spending,10
being patriotic,mericanfury,18
being patriotic,army of jesus,32
being patriotic,born black,24
being patriotic,muslim voice,18
being patriotic,black guns matter,28
being patriotic,united muslims of america,86
being patriotic,instagnan,26
being patriotic,patriot's heart,2
being patriotic,american.veterans,38
being patriotic,back the badge,20
being patriotic,isagan,2
being patriotic,native americans united,6
being patriotic,rebeltexas,8
being patriotic,l for life,2
being patriotic,blackstagram,20
being patriotic,veterans come first,32
being patriotic,born liberal,54
being patriotic,woke blacks,36
